offer_id,title,shop_name,price_eur,brand,category_label,cluster_id,cluster_label
o08650,Braun Series 6 62-S7650cc Wet&Dry - 647403,Electronis.de,138.33,Braun,Elektrische Rasierer,c00634,Series 6 62-S7650cc Silber
o08651,"MOTOROLA G86 5G, 8/256GB, Pantone Spellbound",e-tec,193.00,Motorola,Handys ohne Vertrag,c00329,moto g86 5G 8 GB RAM 256 GB Pantone Spellbound
o08652,Xiaomi 15T Pro 12GB/256GB Schwarz,Gomibo.de,632.00,Xiaomi,Handys ohne Vertrag,c00561,15T Pro 12 GB RAM 256 GB Black
o08653,Fitbit Charge 6 porcelain band/silver - Beige/Silber,Kaufland.de,109.99,Fitbit,Smartwatches,c00020,Charge 6 porcelain/aluminium silber
o08654,"Samsung Galaxy Tab S10+ Tablet (12.4"", Android,One UI,Knox) silberfarben",OTTO,999.99,Samsung,Tablet PCs,c00129,"Galaxy Tab S10+ 12,4"" 512 GB Wi-Fi Platinum Silver"
o08655,"Anycubic 3D-Drucker Kobra 3 V2, 600mm/s Bausatz, 260 x 255 x 255mm Druckgröße, beheizte Druckplatte",bueromarkt-ag.de,249.60,Anycubic,3D-Drucker,c00831,Kobra 3 V2
o08656,FUJIFILM X-M5 Gehäuse schwarz,Amazon Marketplace CE,799.00,Fujifilm,Systemkameras,c00033,X-M5 Body Schwarz
o08657,ECOVACS Mähroboter GOAT A1600 LiDAR PRO mit Innovativem TruEdge-Trimmer,OBI Marktplatz,999.00,Ecovacs,Mähroboter,c01240,GOAT A1600 ohne Begrenzungskabel
o08658,"Apple 11-inch iPad Pro M4 Wi-Fi + Cellular - Tablet - 512GB - 27,9 cm (11"") Tandem OLED (2420 x 1668) - 3G, 4G, 5G - Space Black (MVW33NF/A)",JACOB,1606.77,Apple,Tablet PCs,c01191,"iPad Pro 11"" (5. Generation 2024) 512 GB Wi-Fi + Cellular Space Schwarz"
o08659,32GB (2x16GB) G.Skill Ripjaws S5 White DDR5-6000 CL32 RAM Speicher Kit,Cyberport,624.24,G.SKILL,Arbeitsspeicher,c01246,Ripjaws S5 DDR5-6000 32GB Kit (2x16GB) CL32 Weiß F5-6000J3238F16GX2-RS5W
o08660,"OnePlus Tablet Pad Go 2 5G 12.1 8GB RAM 256GB - Shadow Black (5G, 12.10"", 256 GB, Shadow Black), Tablet, Schwarz",Galaxus.de,360.18,OnePlus,Tablet PCs,c00902,"Pad Go 2 Wi-Fi + 5G 12,1"" 256 GB Shadow Black"
o08661,"Samsung Galaxy Tab S10 Lite Wi-Fi 128 GB Gray - 10,9 Zoll Tablet Enterprise Edition (SM-X400NZAREEE)",JACOB,286.48,Samsung,Tablet PCs,c01373,"Galaxy Tab S10 Lite 10,9"" 128 GB Wi-Fi Gray Enterprise Edition"
o08662,JBL PartyBox Ultimate – Kraftvoller Lautsprecher mit Bluetooth und Wifi – JBL Pro Sound mit Lichteffekten – Wasserfest und mit Rädern zum einfachen Transport – Schwarz,amazon.de,999.00,JBL,Lautsprecher,c00158,PartyBox Ultimate
o08663,"AEG AS52CB18DB Clean 5000, Staubsauger, Schwarz",Galaxus.de,201.48,AEG,Staubsauger,c00696,Clean 5000 Akku-Staubsauger AS52CB18DB
o08664,"Lelit Bianca V3, Siebträgermaschine, Silber",Galaxus.de,1955.99,Lelit,Espressomaschinen,c00985,Bianca PL162T
o08665,"Samsung Galaxy A57 (256 GB, Awesome Navy, Navy, 6.70"", Dual SIM, 5G), Smartphone, Blau",Galaxus.de,382.00,Samsung,Handys ohne Vertrag,c00488,Galaxy A57 5G 8 GB 256 GB Awesome Navy
o08666,"APPLE Watch SE 3 GPS 40, 2025 Smartwatch Aluminium Fluorelastomer, 150-200 mm, Mitternacht",Saturn Online Shop,269.00,Apple,Smartwatches,c01030,Watch SE 3 GPS 40 mm Aluminiumgehäuse Mitternacht Sportarmband Mitternacht M/L
o08667,Crucial P310 SSD 2TB M.2 2280 PCIe Gen4 NVMe Internes Solid-State-Module,notebooksbilliger,245.90,Crucial,SSD Festplatten,c00643,P310 2TB M.2 2280 PCIe Gen4 NVMe SSD
o08668,"Asus Vivobook 17 X1704VA-AU111 Notebook (43.94 cm/17.3 Zoll, Intel Core 5 120U, Intel Graphics, 40 GB, 512 GB SSD, 40 GB RAM) blau",OTTO,799.99,Asus,Notebooks,c00103,Vivobook 17 Intel Core 5 120U 40 GB RAM 512 GB SSD Win11 Pro Quiet Blue
o08669,"Philips Elektrische-Zahnbürste Sonicare, HX9914/57, DiamondClean 9000, 4 Putzmodi, mit 2 Zahnbürsten",bueromarkt-ag.de,197.21,Philips,Elektrische Zahnbürsten,c00321,Sonicare DiamondClean HX9914/57 Doppelpack
o08670,"42"" OLED S92F (GQ42S92FAEXZG) (106 cm (42 Zoll), schwarz, UltraHD/4K, Vision AI, PVR, Twin-Tuner, 100Hz Panel) - Schwarz",Kaufland.de,764.71,Samsung,Fernseher,c01332,"GQ42S92FAEXZG 42"" 4K Vision AI Smart TV (2025)"
o08671,"Roborock Qrevo Edge 2 Staubsauger Roboter, 25.000 Pa Saugroboter mit Wischfunktion, Wischmopp-Hebefunktion, 80 °C Moppwäsche mit heißem Wasser, ... - Weiß",Kaufland.de,639.99,Roborock,Saugroboter,c00899,Qrevo Edge 2 Weiß
o08672,Samsung GALAXY S26+ 5G S947B 256GB Cobalt Violet Android 16 Smartphone,Cyberport,753.00,Samsung,Handys ohne Vertrag,c00332,Galaxy S26+ 256 GB Cobalt Violet
o08673,"Philips Sonicare Series 3100 Elektrische Zahnbürste – Schallzahnbürste, Drucksensor, 3 Intensitäten, EasyStart, SmarTimer, 14 Tage Laufzeit, Reiseetui, Schwarz & Rosa, 2er, HX4072/42, [Neu]",Amazon Marketplace Automotive,72.00,Philips,Elektrische Zahnbürsten,c00193,Sonicare 3100 Series HX4072/42 Doppelpack
o08674,"FRITZ! FRITZ!Box 7590 AX Router (Wi-Fi 6, WLAN AX)",technowelt24.de,205.00,AVM,Router,c00429,FRITZ!Box 7590 AX
o08675,"MSI Vector 17 HX A2XWHG-041 17""QHD+ Core Ultra 9 275HX 32GB/2TB RTX5070Ti Win11",computeruniverse.net,2999.00,MSI,Notebooks,c00736,Vector 17 HX AI A2XWHG-041 Intel Core Ultra 9 275HX 32 GB RAM 2 TB SSD RTX 5070 Ti
o08676,"Samsung Galaxy Tab A11 (8,7”)",JB-Computer,159.82,Samsung,Tablet PCs,c00182,"Galaxy Tab A11 8,7"" LTE 64 GB Silver"
o08677,"ASUS ProArt GeForce RTX 5070 Ti OC Edition 16 GB GDDR7 Content-Erstellung-GPU (NVIDIA Blackwell-Architektur, 2x DisplayPort 2.1b, PROART-RTX5070TI-O16G, DLSS 4, Gaming, 2,5-Slot, 1x USB-C, 1x HDMI 2.1b)",Joybuy,1069.00,Asus,Grafikkarten,c00652,Prime GeForce RTX 5070 Ti OC 16 GB GDDR7 
o08678,"Apple MacBook Pro Laptop mit M5 Max Chip mit 18-Core CPU und 32-Core GPU: Entwickelt für KI, 14,2"" Liquid Retina XDR Display, 36 GB gemeinsamer Arbeitsspeicher, 2 TB SSD, WLAN 7; Silber",amazon.de,3549.00,Apple,Notebooks,c00894,MacBook Pro 14 2026 M5 Max 36 GB RAM 2 TB SSD 32-Core GPU Silber
o08679,"AEG AS 52AB18UG 4000 Serie, Staubsauger, Grau",Galaxus.de,210.07,AEG,Staubsauger,c01194,Animal 5000 Akku-Staubsauger AS52AB18UG
o08680,"Apple iPhone 14 Pro 128 GB Gold iOS 6,1""Zoll Dual-Sim Smartphone BRANDNEU",ebay.de,837.00,Apple,Handys ohne Vertrag,c01139,iPhone 14 Pro 128 GB Gold
o08681,"Samsung Galaxy Tab S10 FE (10,9"")",Metro.de,633.18,Samsung,Tablet PCs,c00733,Galaxy Tab S10 FE 10.9'' 256 GB Wi-Fi Blue
o08682,Motorola edge 60 12/512 GB Android 15 Smartphone Gibraltar Sea,Cyberport,371.00,Motorola,Handys ohne Vertrag,c00890,Edge 60 PANTONE Gibraltar Sea
o08683,"Hisense 50E7S QLED-Fernseher (126 cm/50 Zoll, 4K Ultra HD, Smart-TV) schwarz",OTTO,319.00,Hisense,Fernseher,c00367,"50E7S 50"" Hi-QLED 4K Smart TV"
o08684,"SOUNDCORE BY ANKER Sleep A30, In-ear TWS-Schlaf-Earbuds Bluetooth Nebelgrün",Saturn Online Shop,197.99,Soundcore,Kopfhörer,c00709,Sleep A30 Nebelgrün
o08685,"Lenovo ThinkPad L14 35,6 cm (14"") Notebook - 4,7 GHz - 512 GB SSD - 16 GB DDR5 - WUXGA (1920x1200) - WLAN - Windows 11 Professional (21S80033GE)",JACOB,1234.97,Lenovo,Notebooks,c00347,ThinkPad L14 G6 AMD Ryzen 5 Pro 215 16 GB RAM 512 GB SSD LTE Win11 Pro 21S80033GE
o08686,"Apple 2024 MacBook Pro Laptop mit M4 Max Chip mit 16-Core CPU und 40-Core GPU: 16,2"" Liquid Retina XDR Display, 48 GB gemeinsamer Arbeitsspeicher, 1 TB SSD Speicher; Space Schwarz",Amazon Marketplace PC Notebook,4215.16,Apple,Notebooks,c01061,MacBook Pro 16 2024 M4 Max 48 GB RAM 1 TB SSD 40-Core GPU Space Schwarz
o08687,"Samsung OLED S90H 4K 77 Zoll (195 cm), UHD Fernseher, Antireflexion mit Glare Free, OLED HDR+, Ultimate Gaming Pack (NVIDIA G-SYNC & AMD FreeSync Pro) mit 165Hz, HDMI 2.1, Dolby Atmos, Smart AI TV",amazon.de,4501.68,Samsung,Fernseher,c01187,"GQ77S90H 77"" OLED 4K Vision AI Smart TV S90H"
o08688,"Gigabyte GeForce RTX 5060 Ti WINDFORCE MAX OC 8G Grafikkarte – 8 GB GDDR7, 128 Bit, PCI-E 5.0, 2587 MHz Kernfrequenz, 3 x DisplayPort, 1 x HDMI, NVIDIA DLSS 4, GV-N506TWF2MAX OC-8GD",amazon.de,339.00,Gigabyte,Grafikkarten,c00146,GeForce RTX 5060 Ti Windforce MAX OC 8 GB GDDR7
o08689,"XIAOMI Electric Scooter 6 Pro, E-Scooter (12 Zoll, Black)",Saturn Online Shop,529.99,Xiaomi,E-Scooter,c00168,Electric Scooter 6 Pro schwarz
o08690,"Apple iPad Air 13 (M2), 128GB Wi-Fi + Cellular, Violett - Violett",Kaufland.de,699.00,Apple,Tablet PCs,c01288,"iPad Air 13"" (6. Generation 2024) 128 GB Wi-Fi + Cellular violett"
o08691,Zotac Grafikkarte,OTTO,734.99,Zotac,Grafikkarten,c00418,GeForce RTX 5070 Solid 12 GB GDDR7
o08692,Xiaomi 17 12gb/256gb 6.3 ́ ́ - Ice Blue,Techinn DE,899.99,Xiaomi,Handys ohne Vertrag,c01091,17 256 GB Ice Blue
o08693,Samsung Galaxy S24 S921 5G Smartphone 256GB 8GB RAM cobalt violet Triple-Kamera,ebay.de,764.90,Samsung,Handys ohne Vertrag,c00458,Galaxy S24 5G 8 GB RAM 256 GB Cobalt Violet
o08694,"Apple Watch Series 10 (42 mm, nur WLAN), Smartwatch",Galaxus.de,398.98,Apple,Smartwatches,c01198,Watch Series 10 GPS 42 mm Aluminiumgehäuse diamantschwarz Sport Loop tinte
o08695,APPLE MacBook Neo - 13 Zoll Apple A18 Pro 8 GB 512 macOS,Media Markt Online Shop,799.00,Apple,Notebooks,c00710,MacBook Neo 13'' A18 Pro 8 GB RAM 512 GB SSD Silber
o08696,"ASUS ROG Flow Z13 (2025) GZ302EA-RU118W - 13.4"", AMD Ryzen AI Max 390, 32 GB RAM, 1 TB SSD, Windows 11 Home",Heinzsoft,2221.00,Asus,Notebooks,c01146,ROG Flow Z13 GZ302EA-RU118W AMD Ryzen AI Max 390 32 GB RAM 1 TB SSD
o08697,"Motorola Edge 50 Ultra 17 cm (6.7"") Double SIM Android 14 5G USB Type-C 16 Go 1 to 4500 mAh Bois",Amazon Marketplace CE,1077.61,Motorola,Handys ohne Vertrag,c00641,Edge 50 Ultra 16 GB RAM 1 TB Nordic Wood
o08698,DJI Mic Mini Bluetooth Lavalier Mikrofon,voelkner Marktplatz,91.89,DJI,Mikrofone,c00400,Mic Mini (1 TX + 1 RX) Infinity Black
o08699,Google Pixel 10 Pro Fold 256GB Moonstone | NEU | originalverpackt (OVP) | differenzbesteuert AN716785,asgoodasnew,1167.00,Google,Handys ohne Vertrag,c00897,Pixel 10 Pro Fold 256 GB Moonstone
o08700,13 256GB/12GB - Black Eclipse,Proshop.de,829.00,OnePlus,Handys ohne Vertrag,c01169,13 12 GB RAM 256 GB Black Eclipse
o08701,"Motorola moto G06 6.88"" Dual SIM Android 15 USB Type-C 4 GB 64 GB 7000 mAh Laurel Oak (PB9W0003PL)",JACOB,106.56,Motorola,Handys ohne Vertrag,c01360,moto g06 Power 4 GB RAM 64 GB PANTONE Laurel Oak
o08702,Samsung Galaxy S24 256GB 5G Onyx Black Smartphone #2469251,ebay.de,899.99,Samsung,Handys ohne Vertrag,c00386,Galaxy S24 5G 8 GB RAM 256 GB Onyx Black
o08703,Canon Pixma TS3751I AIO Color-Inkjet Drucker Neu+OVP,ebay.de,61.99,Canon,Multifunktionsdrucker,c00464,PIXMA TS3751i 
o08704,"Apple MacBook Air (2026) [13,6'', M5 10-Core, 16GB RAM, 1TB SSD, 10-Core GPU, macOS] polarstern | Zustand: Neu & original versiegelt",buyzoxs,1448.95,Apple,Notebooks,c00421,"MacBook Air M5 2026 13,6'' 16 GB RAM 1 TB SSD 10-Core GPU Polarstern"
o08705,Motorola Edge 70 512GB [Dual-Sim] gadget grey | Zustand: Neu & original versiegelt,buyzoxs,378.32,Motorola,Handys ohne Vertrag,c00199,Edge 70 12 GB RAM 512 GB Gadget Gray
o08706,"Samsung Q60D TQ43Q60DAU, 109,2 cm (43""), 3840 x 2160 Pixel, QLED, Smart-TV, WLAN, Titan - Silber",Kaufland.de,361.01,Samsung,Fernseher,c01364,"TQ43Q60D 43"" QLED 4K Q60D (EU-Modell) "
o08707,Samsung Smartphone Galaxy S26 EE - Smartphone - 512 GB,voelkner Marktplatz,940.36,Samsung,Handys ohne Vertrag,c00497,Galaxy S26 512 GB Enterprise Edition Black
o08708,Philips Headshaver Series 5000 HS5980/15,coolblue,73.90,Philips,Elektrische Rasierer,c00481,Head Shaver Pro 5000 Series  HS5980/15
o08709,FRITZ! Box 4690 WLAN-Router - Router - WLAN,voelkner,284.26,AVM,Router,c00785,FRITZ!Box 4690
o08710,"Ninja AF140EU Heißluftfritteuse Pro 4,7 Liter",computeruniverse.net,93.99,Ninja,Fritteusen,c00480,"Foodi PRO AF140EU 4,7 l schwarz"
o08711,Apple Watch Series 11 GPS 42mm Silver Aluminium Gehäuse mit Sport Band (purple fog) - M/L,Cyberport,431.00,Apple,Smartwatches,c01093,Watch Series 11 GPS 42mm Silver Aluminium Sport Band purple fog M/L
o08712,Google Pixel 10a 256GB/8GB RAM Dual-SIM berry,Electronis.de,532.99,Google,Handys ohne Vertrag,c00214,Pixel 10a 256 GB Berry
o08713,Sony WH1000XM6P.CE7 Kopfhörer Verkabelt & Kabellos Kopfband Anrufe/Musik/Sport/Alltag USB Typ-C Bluetooth Pink,JB-Computer,379.21,Sony,Kopfhörer,c01050,WH-1000XM6 Sand Pink 
o08714,JBL Bluetooth Lautsprecher Clip 5 blue - Blau,Kaufland.de,59.00,JBL,Lautsprecher,c00999,Clip 5 Blue
o08715,AEG CLEAN 5000 Akku-Staubsauger kabellos / Akku-Laufzeit: bis zu 45 Min. /  Farbe: Denim Blue AS52CB18DB Blau - Blau,Kaufland.de,194.81,AEG,Staubsauger,c00696,Clean 5000 Akku-Staubsauger AS52CB18DB
o08716,"JBL Clip 5 - Blau – Tragbare Bluetooth-Lautsprecher-Box mit JBL Pro Sound, tiefem Bass und Playtime-Boost-Funktion – Wasserfest und staubfest – 12 h Laufzeit",Amazon Marketplace CE,54.99,JBL,Lautsprecher,c00999,Clip 5 Blue
o08717,"G.Skill Flare X5 (2 x 16GB, 6000 MHz, DDR5-RAM, DIMM), RAM, Schwarz",Galaxus.de,439.72,G.SKILL,Arbeitsspeicher,c00336,Flare X5 DDR5-6000 32GB Kit (2x16GB) CL32 Schwarz	F5-6000J3238F16GX2-FX5
o08718,Delonghi Magnifica Evo Ecam290.31.sb Kaffeevollautomat - Black / Grey,Techinn DE,478.49,De'Longhi,Kaffeevollautomaten,c00952,Magnifica Evo ECAM290.31.SB Silver Black
o08719,OnePlus Pad Go 2 12.1 128GB/8GB RAM WiFi shadow-black,Electronis.de,292.94,OnePlus,Tablet PCs,c01361,"Pad Go 2 Wi-Fi + 5G 12,1"" 128 GB Shadow Black"
o08720,"Samsung Galaxy Tab A11 8,7 Zoll 128GB Wi-Fi Silber",coolblue,228.90,Samsung,Tablet PCs,c00198,"Galaxy Tab A11 Wi-Fi 8,7"" 128 GB Silver"
o08721,Segway Navimow H210E - Mähroboter,simon-profi-technik.de,1501.97,Segway,Mähroboter,c00843,Navimow H210E
o08722,OnePlus Pad Go 2 256GB/8GB 12.1” 120Hz 10050mAh Wi-Fi/5G Tablet OxygenOS 16,ebay.de,271.20,OnePlus,Tablet PCs,c00902,"Pad Go 2 Wi-Fi + 5G 12,1"" 256 GB Shadow Black"
o08723,"APPLE LED-Monitor ""Studio Display XDR"", Energieeffizienz: G (A-G), silber, B:62,3cm H:36,2cm T:3,3cm, Monitore, Standard Glas- VESA mount Adapter (Fuß nicht inkludiert)",baur.de,3047.02,Apple,Monitore,c00642,"Studio Display XDR 27"" Standardglas mit VESA Mount Adapter"
o08724,Xiaomi Redmi Note 15 Pro 8+256 Smartphone Smartphone blau,OTTO,228.00,Xiaomi,Handys ohne Vertrag,c01001,Redmi Note 15 Pro 8 GB RAM 256 GB Titanium
o08725,"Kingston FURY Beast (1 x 16GB, 5200 MHz, DDR5-RAM, DIMM), RAM, Schwarz",Galaxus.de,230.03,Kingston,Arbeitsspeicher,c00723,FURY Beast DDR5 5200MT/s 16GB Modul (1x16GB) CL40 Schwarz KF552C40BB-16
o08726,"MSI Raider 16 Max HX B2WJ-071 Gaming-Laptop, 16 Zoll OLED WQXGA-Display, Intel Core Ultra 9 290HX, NVIDIA GeForce RTX 5090, 32 GB DDR5-RAM, 2 TB SSD, Windows 11 Home, Schwarz",Joybuy,4799.00,MSI,Notebooks,c00859,Raider 16 Max HX B2WJ-071 Intel Core Ultra 9 290HX 32 GB RAM 2 TB SSD RTX 5090 Win11 Home
o08727,"Philips Evnia 27M2N8500-27 Zoll Quad HD OLED Gaming Monitor, 360 Hz, 0.03 ms, HDR400, FreeSync Premium, G-Sync comp., Ambiglow (2560x1440, 2X HDMI 2.1, 1x DP 1.4, USB Hub) Weiss",amazon.de,484.90,Philips,Monitore,c00506,Evnia 8000 Series 27M2N8500 27''
o08728,Samsung Qe48s90fae 48 ́ ́ 4k Oled Tv - Black,Techinn DE,915.49,Samsung,Fernseher,c00767,"QE48S90F 48"" OLED 4K Vision AI Smart TV S90F (EU-Modell)"
o08729,Lg Oled65c58la.aeu 65 ́ ́ 4k Oled Oled 144hz Tv - Black / Grey,Techinn DE,1441.99,LG,Fernseher,c01267,"OLED65C58LA 65"" 4K OLED evo AI Smart TV C5"
o08730,"AEG Akku-Hand-und Stielstaubsauger 6000 AKKU-STAUBSAUGER (AP61HB21SH), 255 W, beutellos, sehr leicht 2,5 kg, 53 % Recyclingmaterial, bis zu 50 Min. Laufzeit",OTTO,239.00,AEG,Staubsauger,c00061,6000 Akku-Staubsauger AP61HB21SH
o08731,Apple Watch Ultra 3 GPS + Cellular 49 mm Premium Smartwatch für Lauftraining und Kombinationssport mit robustem Titangehäuse in Schwarz und Milanaise Armband in Schwarz (Large),amazon.de,940.15,Apple,Smartwatches,c00230,Watch Ultra 3 GPS + Cellular 49 mm Titangehäuse Schwarz Milanese Loop Schwarz L
o08732,GQ77S85FAEXZG OLED TV,Expert,1299.00,Samsung,Fernseher,c00323,"GQ77S85F 77"" OLED 4K Vision AI Smart TV S85F"
o08733,"Apple 11"" iPad Air, 2025, Wi-Fi, M3, 256 GB, Blau (MCA34TY/A) #1906958",ebay.de,769.99,Apple,Tablet PCs,c01040,"iPad Air 11"" (7. Generation 2025) 256 GB Wi-Fi Blau"
o08734,"Apple iPhone 14 Pro 15,5 cm (6.1 Zoll) Dual-SIM iOS 16 5G 128 GB Gold - Gold",Kaufland.de,680.99,Apple,Handys ohne Vertrag,c01139,iPhone 14 Pro 128 GB Gold
o08735,"Acer Nitro 18 AI AN18-61-R952 18"" WQXGA IPS Ryzen AI 9 365 32GB/2TB RTX5070Ti...",ebay.de,2523.60,Acer,Notebooks,c01269,Nitro 18 AI AN18-61-R952 AMD Ryzen AI 9 365 32 GB RAM 2 TB SSD RTX 5070 Ti
o08736,"MSI GeForce RTX 5070 12G Inspire 3X OC, G5070-12I3C, 12GB",e-tec,670.20,MSI,Grafikkarten,c00657,GeForce RTX 5070 Inspire 3X OC 12 GB GDDR7
o08737,Samsung Galaxy A26 A266b 8gb/256gb 6.7 ́ ́ - Black,Techinn DE,263.99,Samsung,Handys ohne Vertrag,c01103,Galaxy A26 5G 8 GB RAM 256 GB Black
o08738,"Philips Black Week % | 24M2N3200NF Gaming Monitor 24 Zoll, Full HD, IPS, 140 Hz",notebooksbilliger,67.90,Philips,Monitore,c01212,Evnia 3000 Series 24M2N3200NF/00 24'' schwarz
o08739,"Samsung GQ55QN85F 138cm 55"" 4K Neo QLED Smart TV Fernseher",computeruniverse.net,876.28,Samsung,Fernseher,c01276,"GQ55QN85F 55"" Neo QLED 4K Vision AI Smart TV QN85F"
o08740,FURY Beast DDR5-6000 - 16GB - CL30 - Dual Channel (2 pcs) - AMD EXPO & Intel XMP - Schwarz,Proshop.de,279.90,Kingston,Arbeitsspeicher,c00782,FURY Beast DDR5 6000MT/s 16GB Kit (2x8GB) CL30 Schwarz KF560C30BBEK2-16
o08741,Motorola Mobility Motorola Edge 70 - Business Edition - 5G Smartphone - D #TE662,ebay.de,510.12,Motorola,Handys ohne Vertrag,c00163,Edge 70 Business Edition 8 GB RAM 256 GB Gadget Gray
o08742,"Samsung Smartwatch Galaxy Watch8 EU GPS, 40 mm, S/M, NFC, EKG, Aluminium, graphite",bueromarkt-ag.de,196.60,Samsung,Smartwatches,c00482,Galaxy Watch8 Bluetooth 40 mm Graphite Sport Band Graphite S/M
o08743,"Lenovo Thinkpad T16 G4 21QE008DGE  16"" WUXGA U7-255U 64GB 1TB IrisXe W11P 3J.G.",ebay.de,2244.41,Lenovo,Notebooks,c01199,ThinkPad T14 G6 Intel Core Ultra 7 255U 64 GB RAM 1 TB SSD 21QE008DGE
o08744,"ASUS ROG Strix G18 G815LR Laptop; 18"" WUXGA 144Hz/3ms 16:10 IPS Display; Intel Core Ultra 7 255HX; 32GB RAM; 1TB SSD; NVIDIA RTX 5070 Ti; Win11 Home; QWERTZ; Volt Green; 3Monate GamePass",Amazon Marketplace CE,3247.11,Asus,Notebooks,c00704,ROG Strix G18 Intel Core Ultra 7 255HX 32 GB RAM 1 TB SSD RTX 5070 Ti
o08745,AEG Ultimate 5000 Animal AS52AB18UG Akku-Staubsauger / 2in1 / leise 79 dB(A) / 58% Recyclingmaterial/bis zu 45 Min. Laufzeit/Automatik/freistehend/Tierhaarentfernung/inkl. Zubehör/grau,amazon.de,174.99,AEG,Staubsauger,c01194,Animal 5000 Akku-Staubsauger AS52AB18UG
o08746,MOTOROLA razr 70 256 GB Hematite Dual SIM,Saturn Online Shop,799.00,Motorola,Handys ohne Vertrag,c00983,Razr 70 256 GB PANTONE Hematite
o08747,"JBL PartyBox Ultimate Party-Lautsprecher (Bluetooth, 1100 W) schwarz",OTTO,999.00,JBL,Lautsprecher,c00158,PartyBox Ultimate
o08748,Apple Watch Series 11 GPS + Cellular 42mm Jet Black Aluminium Gehäuse mit Sport Band (black) - M/L,computeruniverse.net,524.11,Apple,Smartwatches,c00730,Watch Series 11 GPS + Cellular 42mm Jet Black Aluminium Sport Band black M/L
o08749,LiDAX Ultra 1600 Rasenmähroboter,Expert,1499.00,Mova,Mähroboter,c00896,LiDAX Ultra 1600
o08750,"Bosch Heißluftfritteuse Serie 6, XXL 7,2 L Fassungsvermögen, 7 voreingestellte Programme, beleuchtetes Sichtfenster, bis zu 65% schnelleres Kochen, AirFryer in Schwarz, MAF671B0",amazon.de,129.90,Bosch,Fritteusen,c00602,"Serie 6 Heißluftfritteuse MAF671B0 Schwarz 7,2 l"
o08751,"Lenovo ThinkPad L14 Gen 6 (14"", 512 GB, 32 GB, DE, AMD Ryzen 5 Pro 215), Notebook, Schwarz",Galaxus.de,1232.00,Lenovo,Notebooks,c00826,ThinkPad L14 G6 AMD Ryzen 5 Pro 215 32 GB RAM 512 GB SSD Win11 Pro 21S8002VGE
o08752,"Google Pixel 7 128GB 5G Obsidian Smartphone (6,3 Zoll, 50 MP, Dual-Kamera, Google Tensor Prozessor, Fingerabdrucksensor, Gesichtserkennung, schwarz) - Schwarz",Kaufland.de,298.00,Google,Handys ohne Vertrag,c00505,Pixel 7 128 GB Obsidian
o08753,"Apple iPad mini 8,3"" Wi-Fi 256GB spacegrau 7. Gen 2024",notebooksbilliger,789.00,Apple,Tablet PCs,c00149,iPad mini (7. Generation 2024) 256 GB Wi-Fi Space Grau
o08754,"Samsung Galaxy Tab A11+ (nur WLAN, 11"", 256 GB, Gray), Tablet, Grau",Galaxus.de,247.89,Samsung,Tablet PCs,c01076,Galaxy Tab A11+ Wi-Fi 256 GB Gray
o08755,"Galaxy S24 128GB (Amber Yellow, Android 14, 5G, 8 GB) - Gelb",Kaufland.de,519.00,Samsung,Handys ohne Vertrag,c01234,Galaxy S24 5G 8 GB RAM 128 GB Amber Yellow
o08756,VTech KidiZoom Duo Pro pink Digitalkamera für Kinder (80-520034),voelkner Marktplatz,85.99,Vtech,Kompaktkameras,c00470,KidiZoom Duo Pro rosa Kinder-Kamera
o08757,Apple iPhone 16 Plus 128GB Schwarz,coolblue,907.95,Apple,Handys ohne Vertrag,c00162,iPhone 16 Plus 128 GB Schwarz
o08758,Apple iPad Air 11 M3 Wi-Fi 256GB (spacegrau) (MCA14TY/A),JACOB,689.50,Apple,Tablet PCs,c00408,"iPad Air 11"" (7. Generation 2025) 256 GB Wi-Fi Space Grau "
o08759,PHILIPS OneBlade Face & Body mit 360-Grad-Klinge,mueller.de,54.99,Philips,Elektrische Rasierer,c00685,OneBlade 360 Face + Body QP2834/23
o08760,Samsung GALAXY S26 S942B 512GB black Android 16 Smartphone Enterprise Edition,Cyberport,845.00,Samsung,Handys ohne Vertrag,c00497,Galaxy S26 512 GB Enterprise Edition Black
o08761,"NAVIMOW Rasenmähroboter Segway i208/i215/i220 LiDAR Mähroboter ohne Begrenzungskabel, bis 1500 m2 Rasenfläche, (1-St., Geländereifen für Hänge bis 45 % Neigung, LiDAR und Vision Dual System), Automatisches Ein-Tipp-Kartieren, Ohne Drähte oder Antenne",OTTO,1099.99,Segway,Mähroboter,c01054,Navimow i215 LiDAR
o08762,"ASUS Vivobook 15 OLED X1505VA-MA921 (15.60"", 512 GB, 40 GB, DE, Intel Core i9-13900H), Notebook, Silber",Galaxus.de,919.99,Asus,Notebooks,c00797,"Vivobook 15 OLED 15,6"" Intel Core i9-13900H 40 GB RAM 512 GB SSD Win11 Pro Cool Silver"
o08763,Kingston Technology FURY Beast 16GB 5600MT/s DDR5 CL40 DIMM (2er-Kit) Black,JB-Computer,274.59,Kingston,Arbeitsspeicher,c00052,FURY Beast DDR5 5600MT/s 16GB Kit (2x8GB) CL40 Schwarz KF556C40BBK2-16
o08764,"Samsung S32FM700UU - M70F Series - LED-Monitor - Smart - 81.3 cm (32"")",Surffact.de,261.90,Samsung,Monitore,c01217,"Smart Monitor M7 M70F LS32FM700UUXEN 32"""
