pair_id,brand_left,title_left,description_left,price_left,priceCurrency_left,brand_right,title_right,description_right,price_right,priceCurrency_right,label
p0126,Lexmark,Lexmark C748H1CG X746A1CG Cyan High Yield Laser Toner Cartridge C748,"Lexmark C748H1CG X746A1CG Cyan Laser Toner Cartridge Compatible Printers:Lexmark - C SeriesLexmark C748e, Lexmark C748de, Lexmark C748dte",152.90,CAD,,"Sony SEL85F18 85mm F/1.8-22 Medium-Telephoto Fixed Prime Camera Lens, Black","(paid link)Brand: SonyFeatures:✅Wide F1.8 maximum aperture enables beautiful defocusing effects9-Blade circular aperture creates beautiful round defocused bokehED glass element for corner-to-corner sharpnessDouble Linear motor system for fast, quiet and precise focusing. The maximum magnification ratio is 0.13 and the angle of view is 29 degreeDirect control w/ customizable focus hold button and AF/MF switch.35 mm equivalent focal length (APS-C):127.5Details: Capture beautiful portraits with this affordable 85mm F1. 8 full-frame e-mount mid-telephoto prime lens. This compact, lightweight lens is ideal for both full-frame and APs C cameras. The 9-blade fast F1. 8 aperture delivers beautiful background Defocus effects while the dust and moisture resistant design offers robust reliability.Release Date: 03-09-2019Package Dimensions: 6.8 x 4.8 x 4.2 inches",598.00,USD,0
p0127,Shimano,Shimano Ultegra 6700/6701 10-speed Chain,"Super narrow and lightweight, the Shimano Ultegra 6700/6701 10-speed Chain is perfect for optimum cassette and chainset interaction and maximum power transfer.For our full range of Bike Accessories visit Evans Cycles",£33.00,GBP,,Shimano CN-6701 Road Chain 10-Speed Ultegra 6700,Lightweight Shimano chain for 10-speed road drivetrains.,59.99,NZD,1
p0128,Oki,OKI C301/C321/MC332 Yellow Toner 1.5K,,81.26,GBP,Kyocera,"Kyocera Toner Svart 12,5k TK-3100 - FS-2100DN",,1395,SEK,0
p0129,,Epson C13T596300 T5963 Vivid Magenta Ink 350ml,"Who wants to spend time thinking about their printer? It should just work. We've developed our inks and printers to work in harmony, so that they'll do just that and give you consistent and reliable results without any fuss. That's because we invest in extensive research, high-tech manufacturing facilities and put our products through rigorous tests.But naturally, we can't say the same for inks that we've not created. There's no assurance from Epson that so-called compatible inks or remanufactured cartridges will deliver.Are you willing to put yourself at risk of unreliable yields and poor prints? Or worse, the cartridges failing to work or the printer breaking? Secure yourself against potential printing pitfalls by using genuine Epson ink. Type: Inkjet Cartridges, Brand: Epson, Colour: Magenta, Ink Volume: 350ml, Barcode: 010343868410Spicers code: 132244",,,,Epson C13T693200 T6932 Cyan Ink 350ml,"Who wants to spend time thinking about their printer? It should just work. We've developed our inks and printers to work in harmony, so that they'll do just that and give you consistent and reliable results without any fuss. That's because we invest in extensive research, high-tech manufacturing facilities and put our products through rigorous tests.But naturally, we can't say the same for inks that we've not created. There's no assurance from Epson that so-called compatible inks or remanufactured cartridges will deliver.Are you willing to put yourself at risk of unreliable yields and poor prints? Or worse, the cartridges failing to work or the printer breaking? Secure yourself against potential printing pitfalls by using genuine Epson ink. Type: Inkjet Cartridges, Brand: Epson, Colour: Cyan, Ink Volume: 350ml, Barcode: 10343886148",,,0
p0130,,"RAM-D-235U RAM Double U-Bolt Ball Base for 1\"" - 1.25\"" Rails w/ D-Size 2.25-Inch Ball","RAM-D-235U RAM Double U-Bolt Ball Base for 1\"" - 1.25\"" Rails w/ D-Size 2.25-Inch BallOVERVIEWThe RAM-D-235U consists of a double u-bolt base with 2.25\"" diameter ball and two stainless steel u-bolts. The double u-bolt base will accommodate rails from 1\"" to 1.25\"" in diameter.HARDWARE INCLUDED(2) 1/4\""-20 U-Bolts for 1\"" - 1.25\"" Rails(4) 1/4\""-20 Nylock Nuts(4) Rubber CapsCLAMP RANGE1\"" - 1.25\"" diameterBALL/SOCKET SIZED Size (2.25\"")WEIGHT CAPACITY6 lbsMATERIALSMarine-grade aluminumPACKAGING TYPEPoly BagWEIGHT0.86 lbs.THIS PRODUCT SHIPS TO THE UPPER 48 UNITED STATES ONLY (NO INTERNATIONAL SHIPPING)",39.99,USD,RAM,"RAM 2.25\"" Ball with 2 U-Bolts (RAM-D-235U)","A 2.25\"" Rubber ball with two u-bolts for 0.75\"" - 1.25\"" diameters.",67.00,AUD,1
p0131,,LaCie Mobile Drive 4TB USB-C,,619,PLN,,LaCie Mobile Drive USB-C Moon Silver 4To disque dur,"Dcouvrez le disque dur LaCie Mobile Drive USB-C Moon Silver 4To, expdition sous 24h, service professionnel inclus",142.90,EUR,1
p0132,,Fujifilm Instax Mini Mono Black & White (10 sheets) Film,"Fujifilm instax mini film is for all instax mini cameras and comes in a handy cartridge. It offers stunning instant pictures that you can fit into a purse, wallet or mini photo frame. instax film ensures sharp, clear reproduction, vivid color and natural skin tones.",1.295E1,EUR,,106R01629 Compatible Xerox Yellow Toner (1000 pages),Compatible Printers:XeroxPhaser 6000Workcentre 6015Phaser 6010,"11,05€",EUR,0
p0133,,"16GB Kit (2 x 8GB) Vengeance RGB Pro DDR4 3000MHz, CL15, White, RGB LED, DIMM Memory","16GB Kit (2 x 8GB) Vengeance RGB Pro DDR4 3000MHz, CL15, White, RGB LED, DIMM Memory",100.03,USD,,DS-7208HQHI-K2-P Hikvision 8 Channel 1080P HD-TVI Hybrid DVR (POC),"Key Features8ch Power over Coax (PoC) Hybrid DVRH.265+/H.265/H.264+/H.264 encoding for the main streamSelf-adaptive HDTVI/HDCVI/AHD/CVBS signal inputFull channel 1080P resolution real-time recordingSupports 2x 4MP IP camerasHDMI and VGA output at up to 1920x1080P resolutionLong transmission distance over coax cableSupport up to 8-ch synchronous playback at 1080P resolutionInternet & Smart Phone compatibleDownloadManufacturers Spec Sheet (PDF)CompatibilityHD-TVI: Any Hikvision HD-TVI CameraAHD: Any AHD CCTV CameraAnalogue: Any Analogue CCTV CameraVideo / Audio InputVideo compressionH.265+/H.265/H.264+/H.264Analog and HD-TVI Video Input8CH; BNC interface (1.0Vp-p, 75 Ω)Supported Camera TypesSupport HDTVI input: 3 MP, 1080p30,1080p25, 720p60, 720p50,720p30,720p25Note: The 3 MP signal input is only available for channel 1 of DS-7204HQHI-K1/P, channel 1/2 of DS-7208HQHI-K2/PSupport AHD input: 1080p25, 1080p30, 720p25, 720p30Support CVI input: 1080p25, 1080p30, 720p25, 720p30Support CVBS input: PAL/NTSCPoC camera inputSupports Hikvision PoC cameraNote: Do not unplug or plug the PoC camera if it is powered by the external power supply.IP video input2ch, Up to 4 MP resolution, Supports H.265+/H.265/H.264+/H.264 IP camerasAudio compressionG.711uAudio input / Two-way audio in1-ch, RCA (2.0 Vp-p, 1 KΩ)Video / Audio OutputCVBS output1-ch, BNC(1.0Vp-p,75Ω), resolution:PAL:704x576HDMI / VGA outputoutput 1920 x 1080 / 60 Hz,1280 x 1024 / 60 Hz, 1280 x 720 / 60 Hz, 1024 x 768 / 60 HzEncoding resolutionWhen 1080p Lite mode not enabled: 3 MP/1080p/720p/VGA/WD1/4CIF/CIF;When 1080p Lite mode enabled: 3 MP/1080p lite/720p lite/VGA/WD1/4CIF/CIFFrame rateMain stream:When 1080p Lite mode not enabled:For 3 MP stream access: 3 MP/1080p/720p/VGA/WD1/4CIF/CIF@15fpsFor 1080p stream access: 1080p/720p@15fps; VGA/WD1/4CIF/CIF@25fps (P)/30fps (N)For 720p stream access: 720p/VGA/WD1/4CIF/CIF@25fps (P)/30fps (N)When 1080p Lite mode enabled:3 MP@15fps; 1080p lite/720p lite/VGA/WD1/4CIF/CIF@25fps (P)/30fps (N)Sub-stream: WD1/4CIF@12fps; CIF@25fps (P)/30fps (N)Video bit rate32 Kbps - 6 MbpsStream typeVideo, Video & AudioAudio output1-ch, RCA (Linear, 1KΩ)Audio bit rate64 KbpsDual-streamSupportSynchronous playback8CHNetwork ManagementRemote Connections128Network ProtocolsTCP/IP, PPPoE, DHCP, Hik-Connect, DNS, DDNS, NTP, SADP, NFS, iSCSI, UPnP™, HTTPS, ONVIFHard DiskSATA2 SATA interfaceCapacityUp to 6 TB capacity for each diskExternal InterfaceNetwork interface1; 10M / 100M self-adaptive Ethernet interfaceSerial interfaceRS-485 (half-duplex)USB interface2, USB2.0GeneralPower supply48v DCConsumptionMax 60WWorking temperature-10 °C ~ +55 °CWorking humidity10% ~ 90%Dimensions (W x H x D)380 × 320 × 48 mmWeightApprox. 1.78Kg",,,0
p0134,,TP-LINK TL-SG105 Unmanaged Gigabit Ethernet (10/100/1000) Zwart,"5-port Metal Gigabit Switch, 5 10/100/1000M RJ45 ports, supports GMP Snooping; IEEE 802.1p QoS; Plug and Play; metal case",1.795E1,EUR,Tp-Link,"Tp-Link TL-SG1016DE, 16 Port Gigabit Easy Smart Switch, 10/100/1000Mbps RJ45 ports","Brand Name:TP-LINKEthernet Technology:Gigabit EthernetForm Factor:Desktop:Rack-mountableLayer Supported:2Manageable:YesMedia Type Supported:Twisted PairNetwork Technology:10/100/1000Base-TPoE (RJ-45) Port:NoPort/Expansion Slot Details:Gigabit EthernetPower Source:Power SupplyProduct Type:Ethernet SwitchStack Port:NoTotal Number of Network Ports:16General Information:Brand Name:TP-LINKManufacturer Part Number:TL-SG1016DEManufacturer Website Address:http//www.tp-link.com.auManufacturer:TP-LINK Technologies Co., LtdProduct Model:TL-SG1016DEProduct Name:16-Port Gigabit Easy Smart SwitchProduct Type:Ethernet SwitchInterfaces/Ports:Bypass:NoLRE Port:NoModular:NoNumber of Network (RJ-45) Ports:16Port/Expansion Slot Details:16 x Gigabit Ethernet NetworkStack Port:NoToken Ring Port:NoTotal Number of Network Ports:16Management & Protocols:Manageable:YesManagement:VLAN:QoSMedia & Performance:Ethernet Technology:Gigabit EthernetMedia Type Supported:Twisted PairNetwork Technology:10/100/1000Base-TTwisted Pair Cable Standard:Category 6Miscellaneous:Certifications & Standards:FCC:CE:IEEE Standards:802.3:802.3u:802.3ab:802.3x:802.1q:802.1pEnvironmental Certification:RoHSEnvironmentally Friendly:YesPackage Contents:16-Port Gigabit Easy Smart Switch:Power Cord:Installation Guide:Resource CD:Rackmount Kit:Rubber FeetNetwork & Communication:Layer Supported:2Physical Characteristics:Compatible Rack Unit:1UDepth:180.3 mmForm Factor:Desktop:Rack-mountableHeight:43.2 mmWidth:294.6 mmPower Description:Input Voltage:110 V AC:220 V ACPoE (RJ-45) Port:NoPower Source:Power Supply",111.10,AUD,0
p0135,,Nikon 50mm f1.8G AF-S NIKKOR Lens,"F-Mount Lens/FX FormatAperture Range: f/1.8 to f/16One Aspherical ElementSuper Integrated CoatingSilent Wave Motor AF SystemRounded 7-Blade DiaphragmA must-have for standard portraits and everyday use, the AF-S NIKKOR 50mm f/1.8G is a lens that will absolutely surprise you. The 50mm focal length (75mm equivalent on DX format cameras) with a fast f/1.8 aperture allows you to capture stunning images with a shallow depth-of-field, letting your subjects stand out from their backgrounds. The AF-S NIKKOR 50mm f/1.8G may soon become your new favourite lens.Get astonishing low light resultsThis lightweight standard lens is a great travel companion because you never know when a beautiful, sunny day will turn cloudy and rainy. With its fast f/1.8 aperture, the AF-S NIKKOR 50mm f/1.8G will capture even low-light situations with stunning brilliance.Achieve more natural depth of fieldWhether you're shooting portraits, food or nature—indoors or outdoors—the AF-S NIKKOR 50mm f/1.8G renders a beautiful, natural background blur (Bokeh) at its wider aperture settings. And its 50mm focal length is perfect for creating natural perspective in your photographs.Shoot pin-sharp portraits every timeNikon's Super Integrated Coating (SIC) enhances light transmission efficiency and offers superior colour consistency and reduced flare, while the AF-S NIKKOR 50mm f/1.8G's Aspherical Lens Element (AS) virtually eliminates coma and other types of aberrations, even when shooting at the widest available aperture. Pair that with Nikon's Silent Wave Motor (SWM) for fast, accurate and quiet autofocus, and you can be sure all of your portraits will be pin sharp.Push your creativity to the limitThe AF-S NIKKOR 50mm f/1.8G is invaluable for shooting a wide variety of outdoor scenes. With the 50mm f/1.8 you can capture a scene as you perceive it with the naked eye.Silent Wave MotorAF-S NIKKOR lenses feature Nikon’s Silent Wave Motor (SWM). This technology converts “traveling waves” into rotational energy to focus the optics. This enables high-speed autofocusing that's extremely accurate and super quiet.M/ASelect NIKKOR lenses have a focusing mode which allows switching from automatic to manual focusing with virtually no lag time by simply turning the focusing ring on the lens. This makes it possible to seamlessly switch to fine manual focusing while looking through the viewfinder.Aspherical LensA lens with a curved, non-spherical surface. Used to reduce aberrations and enable a more compact lens size. Aspherical lenses minimize coma and other types of lens aberrations, even when used at the widest aperture. They are particularly useful in correcting distortion in wide-angle lenses and help contribute to a lighter, more compact design by reducing the number of standard (spherical) elements necessary. Aspherical lens elements correct these distortions by continuously changing the refractive index from the centre of the lens.Super Integrated CoatingNikon Super Integrated Coating is Nikon's term for its multilayer coating of the optical elements in NIKKOR lenses.",179,GBP,,Canon PGI-570PGBK Pigment Black Ink Cartridge,Pigment Black Ink Tank,170.0,NOK,0
p0136,D'Addario,"D'Addario NYXL1152 Nickel Wound, Medium Top / Heavy Bottom, 11-52","NYXL1152 a hybrid set giving the strings moderate flexibility on the high strings with booming, tight low end. D’Addario NYXL guitar strings will bend further",12.99,USD,D'Addario,"D'Addario - NYXL Nickel Wound, 11-52 Medium Top/Heavy Bottom",- NYXL Nickel Wound11-52 Medium Top/Heavy BottomNYXL1152,17.00,CAD,1
p0137,Canon,Canon BJ CARTRIDGE PGI-29 LGY pro PIXMA PRO 1,Light Grey ink Cartridge.,26,EUR,,Canon PGI-29GY Grey Ink Cartridge,Grey Ink Tank,260.0,DKK,0
p0138,Znaka: Originlne,Originlny toner OKI 43865724 (ierny),Originlny spotrebn materil pre tlaiarne OKI,136.9,EUR,Znaka: Originlne,Originlny toner XEROX 106R01634 (ierny),Originlny spotrebn materil pre tlaiarne XEROX,66.9,EUR,0
p0139,SHIMANO,SHIMANO J02A Resin Disc Brake Pad Pair,"Refresh your confidence in braking and overall speed control with Shimano's XTR/XT (J02A) Resin Disc Brake Pads. Featuring aluminum Ice-Tech cooling fins and durable resin, these pads provide consistent, reliable braking power ride after ride. Each pad set includes two pads, spring, and retaining clips for installation on one brake caliper. A must have for serious bikers.Material: resin, cooling fins aluminum Ice-Tech. Minimize noise and maximize modulation. Manufacturer Warranty: 2 years. Compa",11.21,USD,,3M - Framed Privacy Filter for 22 Widescreen Monitor (16:10),3M Framed Privacy Filter for 22 Widescreen Monitor (16:10) (PF220W1F) - Tyyppi: Muut tarvikkeet,174.00,EUR,0
p0140,,D'Addario EJ74Phosphor Bronze Medium Mandolin Strings,"EJ74, D'Addario's best selling mandolin set, is the standard established by David Grisman and Ricky Skaggs. Warm and bright phosphor bronze tone with the optimal blend of tight playing tension and strong projection. Loopend construction for universal fit.Phosphor Bronze was introduced to string making by D'Addario in 1974 and has become synonymous with warm, bright, and well balanced acoustic mandolin tone. D'Addario Phosphor Bronze strings are precision wound with corrosion resistant phosphor bronze onto a carefully drawn, hexagonally shaped, high carbon steel core. The result is long lasting, bright sounding tone with excellent intonation.FeaturesD'Addario's best selling mandolin setLoopend construction for universal fitPhosphor Bronze for long lasting, warm and bright toneMade in the U.S.A. for the highest quality and performanceString Gauges: Plain Steel .011/.011, 015/.015, Phosphor Bronze Wound .026/.026, .040/.040Environmentally friendly, corrosion resistant packaging for strings that are always fresh",12.00,USD,D'Addario,"D'Addario D'Addario EJ74 Mandolin Strings, Phosphor Bronze, Medium, 11-40","EJ74, D'Addario's best selling mandolin set, is the standard established by David Grisman and Ricky Skaggs.",8.99,USD,1
p0141,TP-Link,TP-Link EAP-115 SMB Access Point 300Mbit/s,"Build and manage a scalable Wi-Fi network for your business with this business-class solution, tailored to handle the power of multiple EAPs at an affordable cost.The user-friendly cluster mode allows manage without requiring any extra hardware or softwareSupports Power over Ethernet (802.3af) for convenient and affordable installationSimple mounting design for easy attachment to a wall or ceilingCaptive portal provides one convenient method of authentication for Wi-Fi guestsEnterprise-class Wi-Fi security help to decrease network security threatsMulti-SSID divides multiple wireless networks for different user typesEasy-to-use cluster modeThe user-friendly cluster mode allows you to manage EAPs in your business network without requiring any extra hardware or software. Organize your network administration system by controlling multiple access points at a time with the same simplicity of a single home network router.Custom guest authenticationThe captive portal provides customizable guest authentication settings for maximized user control. Administrators can easily set and adjust guest Wi-Fi settings by designing a unique authentication page, establishing a voucher system to limit the duration of use for each client, or creating \""Operator\"" accounts, for permission to manage the guest network without having access to other EAP administrative features.Timesaving and flexible deploymentThe EAP115 is designed for easy installation on any wall or ceiling. The Power over Ethernet (PoE) function allows your network cables to carry electrical power, so you minimize on cable clutter. It's one more hardwiring hassle you don't have to worry about, when operating your centralized management system.Unified Wi-Fi for multi-user environmentThe business Wi-Fi solution is engineered to handle heavy multi-user usage in large areas without encountering the stability issues. It's the perfect fit for motels, salons, chain-stores, schools, and restaurants.",35.75,EUR,,TP-Link 300Mbps Wireless N Ceiling Mount Access Point with Passive PoE (EAP115),Manage hundreds of EAPs with the easy and seamless design of the TP-Link Wireless N Ceiling Mount Access Point with Passive PoE.Free Auranet Controller Software enables administrators to easily manage hundreds of EAPsThe user-friendly Cluster Mode allows manage up to 24 (EAP115) without requiring any extra hardware or softwareSupports Power over Ethernet (802.3af) for convenient and affordable installationSimple mounting design for easy attachment to a wall or ceilingCaptive portal provides one convenient method of authentication for Wi-Fi guestsEnterprise class Wi-Fi security help to decrease network security threatsMulti-SSID divides multiple wireless networks for different user types,75,AUD,1
p0142,Canon,Canon Photo Paper Pro Platinum - photo paper - 20 sheet(s),"Product InformationProfessional photographers need paper to show their work to its best advantage, and Canon has the paper that won't look out of place in any gallery - Photo Paper Pro Platinum. With high optical density thanks to its six-layer construction, optimum studio results can be achieved.Show more;",12.97,GBP,Cisco,Cisco Catalyst 3850 - [WS-C3850-48P-S],"-, 3850, Catalyst, Cisco, Netwerk, [WS-C3850-48P-S], bedraad, switch",6230,EUR,0
p0143,Swiss Military Hanowa,Swiss Military Hanowa06-5161.2.04.007 Flagship Uhr,Black & Steel Swiss Made Watch with Date,249.00,EUR,,"WD HDD 2TB external 2.5\"" Black","Western Digital HDD 2TB external 2.5\"" Elements Portable,USB 3.0,8 MB, 2,5\"", 5.400 rpm,Black","160,90KM",BAM,0
p0144,OKI,"Genuine OKI 43872305 Yellow Toner Cartridge (2,000 pages) for OKI C5650, C5750 Printers","OKI Yellow Toner Cartridge (2,000 pages) in More DetailYellow Toner Cartridge (2,000 pages) for OKI C5650, C5750 Printers. Designed specifically for use with OKI Printing Solutions colour printers. Up to 2,000 pages A4 at 5% density. Compatible with the C5650 A4 colour printers. This high definition toner gives greater glossiness and reduces graininess.The team at OKI have developed the Yellow Toner Cartridge (2,000 pages) (43872305) to ensure all your prints are to the same high standard, from the first to last. Incredibly simple to install and offering a vibrant, high clarity Yellow tone, the cartridge helps you get the most from your laser printer – whether you are printing at home or at the office.Guaranteed to work with all C5650,C5750 models, the Yellow Toner Cartridge (2,000 pages) (43872305) will prove to be a valuable investment time and again for businesses of all sizes. With a yield of 2000 pages, the cartridge can ensure you require fewer replacements, seriously cutting your print overheads in the long term.Amongst the major benefits of using OKI laser printer technology rather than inkjet machines is the increased efficiency afforded by these original branded toner cartridges. Increasing the number of pages printed from a single cartridge, toner and laser printer technology can help control overheads and reduce replacement responsibilities.Furthermore, the high print quality provided by toner cartridges within laser printers can help ensure that all prints are completed to the highest possible standard. For both home and workplace print jobs, the cutting edge service provided by our official OKI toner cartridges can ensure that all jobs capture the nuances of tone and character.Having received extensive manufacturing training, the Printerland team is made up of dedicated print specialists and experts. As the UK’s largest independent reseller of printers,we are able to offer completely honest, transparent and impartial advice to all of our customers – ensuring you are guided to the perfect product for your requirements.",107.71,GBP,Hikvision,DVR 4 canale Hikvision TurboHD 3MP DS-7204HQHI-K1,"DVR 4 canale Hikvision DS-7204HQHI-K1TurboHD 3MP - FullHD 1080p, inregistreaza 4 camere video supraveghere HIKVISION TurboHD.",295.000048,RON,0
p0145,,Fractal Design Node 804 HTPC Case - Black USB 3.0,Available @ CCL: Fractal Design Node 804 Home HTPC Case in Black with Window. Fits up to mATX motherboards,,,,Dysk WD My Passport 1TB USB 3.0 black,,,,0
p0146,Epson,Epson Daisy Cartuccia Margherita Ciano Inchiostri Claria Home 18XL - Originale - Ciano - Epson - - E,Daisy Cartuccia Margherita Ciano Inchiostri Claria Home 18XL - Originale - Ciano - Epson - - Expression Home XP-425 - Expression Home XP-422 - Expression Home XP-415 - Expression Home... - 1 pezzo(i) - Stampa inkjet,20.21,EUR,,StarTech.com USB 3.0 to Gigabit Ethernet NIC Network Adapter,"The USB 3.0 Ethernet Adapter adds a single RJ45 Ethernet port to a USB-enabled computer system, with support for Gigabit network connections at full bandwidth, unlike USB 2.0 adapters.Maximum CompatibilityThis compact USB 3.0 network adapter is backward compatible with older USB 2.0/1.x computer systems, making it the ideal portable replacement network adapter or laptop accessory. Plus, with support for features such as Jumbo Frames, VLAN tagging and Wake on LAN (WOL), the adapter offers a versatile Gigabit network solution for home and business users alike.This USB NIC adapter is backed by a StarTech.com 2-year warranty and free lifetime technical support.",24.93,USD,0
p0147,OKI,Genuine Black OKI 43865724 Toner Cartridge (43865724 Laser Printer Cartridge),"Genuine Oki 43865724 Toner CartridgeThe 43865724 toner cartridge is designed to work in partnership with your Oki printer delivering crisp, sharp graphics and text documents. Utilising the latest in ink technology, the black Oki 43865724 toner cartridge makes use of Oki's spherical Microfine toner which improves detail and print precision. Not only does the Oki 43865724 toner cartridge produced top quality results, but it's also extremely economical. Perfect if you're looking to lower your printing overheads. If you want a reliable toner cartridge that improves workflow then look no further than the 3865724.Save Money On Oki 43865724 Toner Cartridges with Cartridge SaveCartridge Save are one of the UK's leading online ink cartridge retailers,supplying homes and businesses around the country. We offer the best prices on the net. If you find the Oki 43865724 toner cartridge cheaper elsewhere, we'll refund you the difference. And that's not all! We also offer Free, next day delivery on all orders and a money back guarantee, giving you total peace of mind that you're buying a genuine Oki product. If you're still not convinced, check out our review page today and read thousands of positive reviews.",119.14,GBP,,HP 80A Black Laserjet Toner Cartridge CF280A,Hp 80A Black Toner Cartridge,95.38,,0
p0148,Kyocera,"Kyocera Toner Svart 12,5k TK-3100 - FS-2100DN",,1395,SEK,Znaka: Originln,Originln toner KYOCERA TK-3100 (ern),Originln spotebn materil pro tiskrny KYOCERA,2499,CZK,1
p0149,,Kingston 4GB DDR3 1600MHz Single Rank,"DDR3, 4GB, 1600MHz, CL11, Single Rank",8270,HUF,,Memória RAM Kingston_ValueRAM DDR3 1600MHZ KVR16N11S8/4,DDR3 4GB 1600MHzSRX8 CL11,19.44,EUR,1
p0150,,DVR Standalone HIKVISION DS-7204HQHI-K1,,309,RON,,Hikvision 2MP 25X Network IR PTZ Camera (DS-2DE5225IW-AE),"The Hikvision (DS-2DE5225IW-AE) is a 2MP Speed Dome with 25x optical zoom and 1/2.8"" progressive scan CMOS chip. The camera features Smart Autotracking that is designed to automatically control the direction and zoom-level of the PTZ configurations of the camera for optimised camera view. This function may be used to provide automatic, visual confirmation of detected objects reducing the rate of false alarms and can also ensure that any potential intruder remains within the camera’s line of sight.The intuitive interface of the camera allows for quick and easy remote calibration to ensure that the camera’s settings are appropriately configured in view of its operation conditions and environment.The camera is ideally suited to deployment in demanding outdoor environments where pan/tilt/zoom functionality would be an advantage, such as perimeter surveillance and airports, roads, railways, squares, parks, scenic spots, and other open venues. Advanced gatekeeper technology can be configured to move the camera to a pre-set position upon triggering of an alarm event before returning the camera to a default position after a pre-configured interval, a useful feature for applications such as facial identification. As well as this, the camera has day/night functionality, providing a round-the-clock monitoring solution. During daylight hours, the camera provides a HD colour image, switching at night-time or during periods of very poor lighting conditions to an infrared-sensitive black and white image. High Power over Ethernet provides both power and network connectivity through one cable, simplifying installation, reducing costs and time. The powerful optical zoom lens enables the camera to cover in more details expansive areas with the ability to zoom on regions of interest.Key Features: 1/2.8"" progressive scan CMOS Up to 1920 × 1080@30fps resolution Min. illumination: Colour: 0.005 Lux @(F1.6, AGC ON) B/W: 0.001 Lux @(F1.6, AGC ON) 0 Lux with IR 25× optical zoom, 16× digital zoom WDR, HLC, BLC, 3D DNR, Defog, EIS, Regional Exposure, Regional Focus Up to 150 m IR distance 24 VAC & Hi-PoE Support H.265+/H.265 video compression Audio input/output Alarm input/output",397,GBP,0
p0151,,"Johnnie Walker Blue Label 0,7 ltr.",,139.95,EUR,Epson,Epson Blekk Orange Ultrachrome HDR - PRO 7900,,3195,NOK,0
p0152,COOLER MASTER,COOLER MASTER MASTERLIQUID ML120L RGB CPU COOLER V2,MASTERLIQUID ML120L V2 RGBNew Generation Dual Chamber PumpEnlarged Surface Area on RadiatorNew SickleFlow 120 RGBReinforced Sealing for Anti-Leaking Prevention,89.00,SGD,,Cooler Master MASTERLIQUID ML120R RGB Processor liquid cooling,"DUAL CHAMBERLOW-PROFILE DUAL CHAMBERThe PPS (Polyphenylene sulfide) and glass fiber construction resists a broad range of chemicals and is unaffected by moisture or immersion in water.Our pump is light and impervious to oxidation and corrosion.STYLISH RADIATORCustom design low resistance radiator allows higher flow rate, heat exchange efficiency and provides unmatched cooling performanceDOUBLE TUBINGFEP tubing makes it durable yet flexible. Sleeved tubing on the exterior to give it a premium look.AIR BALANCE FANSAside from having perfect balance of airlfow and airpressure to exhaust air through the fins and out of the case, the dual fans uses an silent driver IC that smoothens fan operation to reduce fan clicks and vibrations.Technical detailsFan noise level (min) 6 dBFan noise level (max) 30 dBPump noise level 15 dBPulse-width modulation (PWM) support YesPump connector 3-pinPump's mean time to failure (MTTF) 70000 hFan's mean time to failure (MTTF) 160000 hMaximum air pressure 2.34 mmH2ORadiator YesSupported processor sockets LGA 1150 (Socket H3), LGA 1151 (Socket H4), LGA 1155 (Socket H2), LGA 1156 (Socket H), LGA 1366 (Socket B), LGA 2011 (Socket R), LGA 2011-v3 (Socket R), LGA 2066, LGA 775 (Socket T), Socket AM2, Socket AM2 , Socket AM3, Socket AM3 , Socket AM4, Socket FM1, Socket FM2, Socket FM2 Purpose ProcessorNumber of fans 2 fan(s)Maximum airflow 66.7 cfmFan speed (min) 650 RPMFan speed (max) 2000 RPMFan connector 4-pinBuilt-in fan YesPowerPump voltage 12Fan voltage 12 VDesignIllumination colour MultiRadiator material AluminiumColour of product BlackIllumination LED YesWeight & dimensionsFan dimensions (W x D x H) 120 x 120 x 25 mmPackage width 270 mmPackage depth 280 mmPackage height 143 mmPackage weight 1.62 kgWeight 1.09 kgRadiator width 15.7 cmRadiator depth 12 cmRadiator height 2.7 cmPackaging dataPackage height 143 mm",115.49,GBP,0
p0153,,Corsair Vengeance LPX 32GB (4x8GB) 2666MHz DDR4 Memory Kit,"powered by Intel XMP profile support, large 32GB DDR4 memory stick kit, low voltage requirement (1.2V) stick and with CL16 latency timing",,,,Hikvision 2 Gang Surface Mounting Bracket for Hikvision Modular Intercom,"Contains installation frame, cover, screws, lines, etc. Adapts to two-module surface mounting Cover and installation frame are made of aviation aluminum Dimensions, Cover: 219mm height, x 107mm width, 4mm Depth Dimensions, installation box: 219mm height, x 107mm width, 32.7mm Depth",43.00,GBP,0
