offer_id,title,merchant_id,category_id,category_label,cluster_id,cluster_label
o07915,beko fcfm1545w tall frost free freezer in white 1 45m w55cm a,128,2621,Freezers,c43270,Beko FCFM1545W White
o07916,smeg fab30lfn 60cm retro style fridge freezer in black with left hand hinge,3,2622,Fridge Freezers,c44419,Smeg FAB30LFN Black
o07917,hisense rs723n4wc1 american style no frost fridge freezer,130,2622,Fridge Freezers,c44360,Hisense RS723N4WC1 Stainless Steel
o07918,bosch logixx ksv36aw41g freestanding,313,2623,Fridges,c46481,Bosch KSV36AW41G White
o07919,hewlett packard enterprise dl380p gen8 intel xeon e5 2620 kit 2ghz,66,2615,CPUs,c06526,HP Intel Xeon E5-2620 2GHz Upgrade Tray
o07920,apple iphone se 128gb rose gold,10,2612,Mobile Phones,c00028,Apple iPhone SE 128GB
o07921,gorenje stand mikrowelle mit grill knebel elfenbein mo4250cli,298,2618,Microwaves,c40037,Gorenje MO4250CLI Cream
o07922,bosch hmt72g450b compact microwave,292,2618,Microwaves,c39674,Bosch HMT72G450B Stainless Steel
o07923,samsung ue82mu7000 82 inch 4k ultra hd hdr smart led tv,3,2614,TVs,c04806,Samsung UE82MU7000
o07924,hk stock doogee s50 triple proofing phone 6gb 64gb dual back camer,62,2612,Mobile Phones,c00515,Doogee S50 64GB Dual SIM
o07925,intel xeon e3 1220l v3 dual core 2 core 1.10 ghz processor,79,2615,CPUs,c06241,Intel Xeon E3-1220L v3 1.1GHz Tray
o07926,amd ryzen 5 1600x 6 core am4 cpu/processor,4,2615,CPUs,c05885,AMD Ryzen 5 1600X 3.6GHz  Box
o07927,smeg di613pnh 13 place fully integrated dishwasher,6,2619,Dishwashers,c40581,Smeg DI613PNH Integrated
o07928,loewe bild 5.65 oled 65 inch tv piano black 57440w50,156,2614,TVs,c05051,Loewe Bild 5.65
o07929,hp amd opteron quad core 2376 2.3ghz fio kit 2.3ghz 8mb l2 processor,66,2615,CPUs,c06781,HP AMD Opteron 2376 2.3GHz Socket F 1000MHz bus Upgrade Tray
o07930,hoover hbwm914dc 9kg 1400 spin integrated washing machine,22,2620,Washing Machines,c42212,Hoover HBWM 914DC-80
o07931,washing machine,347,2620,Washing Machines,c41998,Hotpoint WMAQF641P
o07932,smeg fab30lve1 fridge freezer,324,2622,Fridge Freezers,c44996,Smeg FAB30LVE1 Green
o07933,lg f4j6qn0ww with multiple wash programs and smart thinq connectivity 7kg 1400 spin,186,2620,Washing Machines,c42376,LG F4J6QN0WW
o07934,liebherr cbnef 4815 freestanding fridge freezer comfort,293,2622,Fridge Freezers,c44568,Liebherr CBNef 4815 Comfort Stainless Steel
o07935,intelbx80662g3920 celeron g3920 2.9 ghz lga1151 socket box intel solid state drives blue,3,2615,CPUs,c06040,Intel Celeron G3920 2.9GHz  Box
o07936,siemens einbausp ler sn636x01me vollintegriert,119,2619,Dishwashers,c41167,Siemens SN636X01ME Integrated
o07937,intel core i5 i5 3570t quad core 4 core 2.30 ghz processor,73,2615,CPUs,c06293,Intel Core i5-3570T 2.3GHz Tray
o07938,nikon d750 digital slr camera with 24 85mm vr lens,88,2617,Digital Cameras,c39029,Nikon D750 + 24-85mm VR
o07939,intel xeon e5 2650l v3 dodeca core 12 core 1.80 ghz processor,73,2615,CPUs,c06111,Intel Xeon E5-2650L v3 1.8GHz Tray
o07940,hewlett packard enterprise intel xeon e5 2609 2.4ghz 10mb l3 processor,66,2615,CPUs,c06695,HP Intel Xeon E5-2609 2.4GHz Upgrade Tray
o07941,bosch smu46gs01e,119,2619,Dishwashers,c41222,Bosch SMU46GS01E Stainless Steel
o07942,panasonic tx49fx750b 49inch ultra hd 4k pro hdr led freeview play twin tuner,3,2614,TVs,c04454,Panasonic TX-49FX750B
o07943,bosch k hlschrank integrierbar kif52af30,300,2623,Fridges,c46632,Bosch KIF52AF30 Integrated
o07944,bosch hmt75m451b oven,293,2618,Microwaves,c39654,Bosch HMT75M451B Stainless Steel
o07945,htc one m8s sim free smartphone 16gb grey,3,2612,Mobile Phones,c01229,HTC One M8s 16GB
o07946,angebot bauknecht einbau k lteger t kgie 2184 a,300,2622,Fridge Freezers,c45217,Bauknecht KGIE 2184 A++ Integrated
o07947,samsung rs54n3103sa/eu american fridge freezer graphite,22,2622,Fridge Freezers,c44168,Samsung RS54N3103SA/EU Graphite
o07948,amica fk3216gwdf 297l 60 40 split frost free freestanding fridge freezer white,6,2622,Fridge Freezers,c44475,Amica FK3216GWDF White
o07949,samsung delphi b3410 mobile phone,48,2612,Mobile Phones,c01565,Samsung B3410
o07950,amica fc206.3 fridge larder 6.6cf white,131,2623,Fridges,c46655,Amica FC206.3 White
o07951,28 gogen tvh 28p266 t,49,2614,TVs,c05444,Gogen TVH 28P266 T
o07952,amica fd171.4 fridge freezer 50cm under counter 2.0 0.8cf white,131,2622,Fridge Freezers,c44455,Amica FD171.4 White
o07953,grade a samsung s7275 galaxy ace 3 8gb pure white sim free mobile phone,5,2612,Mobile Phones,c00435,Samsung Galaxy Ace 3
o07954,intel xeon processor e5 4669 v3 45m cache 2.10 ghz 2.1ghz 45mb l3,45,2615,CPUs,c06467,Intel Xeon E5-4669 v3 2.1GHz Tray
o07955,stk hero x dual sim smartphone,30,2612,Mobile Phones,c00300,STK Hero X Dual SIM
o07956,nikon d810 dslr camera body only,7,2617,Digital Cameras,c39000,Nikon D810
o07957,indesit iwe71682w graded washer,179,2620,Washing Machines,c42381,Indesit IWE71682
o07958,wileyfox spark 12.7 cm 5 16 gb 13 mp cyanogen os 13 black,18,2612,Mobile Phones,c00730,Wileyfox Spark+ Dual SIM
o07959,static integrated fridge freezer,347,2622,Fridge Freezers,c44087,Siemens KI85NAD30G Integrated
o07960,russell hobbs white 17l counter top mini fridge rhclrf17,19,2623,Fridges,c46309,Russell Hobbs RHCLRF17 White
o07961,swan sr11040rn retro tall freezer red,22,2621,Freezers,c43460,Swan SR11040RN Red
o07962,sharp lc 40cfe6241k 40 inch smart full hd 1080p led tv,137,2614,TVs,c05660,Sharp Aquos LC-40CFE6241K
o07963,gorenje bm251s7xg built in microwave oven grill 25l lcd display black,131,2618,Microwaves,c39838,Gorenje BM251S7XG Black
o07964,sim free sony xperia xa1 32gb mobile phone gold,22,2612,Mobile Phones,c00033,Sony Xperia XA1
o07965,built in fully integrated dishwasher,347,2619,Dishwashers,c40610,Zanussi ZDT26030FA Integrated
o07966,bosch geschirrsp ler integrierbar edelstahl smi46ts00d,298,2619,Dishwashers,c41600,Bosch SMI46TS00D Stainless Steel
o07967,canon eos 6d digital slr camera with 24 105 mm stm lens kit,3,2617,Digital Cameras,c39149,Canon EOS 6D (WG) + 24-105mm IS STM
o07968,neff g5624x7gb built in freezer,132,2621,Freezers,c43782,Neff G5624 White
o07969,bosch k hlschrank kil42vf30 dekort re kfz40ax0 kfl42vf30,298,2623,Fridges,c46893,Bosch KFL42VF30 Integrated
o07970,built in fully integrated dishwasher,347,2619,Dishwashers,c40508,Neff S517T80D1G Integrated
o07971,apple iphone 8 4.7 single sim 4g 256gb gold,14,2612,Mobile Phones,c00010,Apple iPhone 8 256GB
o07972,constructa einbau k hlschrank ck 64330,300,2623,Fridges,c46805,Constructa CK64330 Integrated
o07973,cda wc141in fully integrated dishwasher,293,2619,Dishwashers,c41068,CDA WC140 Integrated
o07974,cello c28227f 71.1 cm 28 tv/dvd combo hdtv 1366 x 768,53,2614,TVs,c04849,Cello C28227F
o07975,neff geschirrsp ler vollintegrierbar gx 1400 a s521a40x0e,298,2619,Dishwashers,c40923,Neff S521A40X0E Integrated
o07976,kodak pixpro az252 bridge camera with 4x aa batteries/16 gb sd card and case black,17,2617,Digital Cameras,c39022,Kodak PixPro AZ252
o07977,zanussi zsg25224xa built in 25l microwave with grill antifingerprint stainless steel,15,2618,Microwaves,c39723,Zanussi ZSG25224XA Stainless Steel
o07978,bosch kgn36ai45 k hlger t solitaire,300,2622,Fridge Freezers,c44918,Bosch KGN36AI45 Stainless Steel
o07979,whirlpool supreme care core fscr 90420 washing machine white,3,2620,Washing Machines,c41983,Whirlpool FSCR90420
o07980,doro 6030 graphite/white 2g unlocked sim free,5,2612,Mobile Phones,c00048,Doro PhoneEasy 6030
o07981,wiko slide 5.5 dual sim android smartphone coral,75,2612,Mobile Phones,c01290,Wiko Slide Dual SIM
o07982,liebherr cu2311 55cm fridge freezer white,301,2622,Fridge Freezers,c44082,Liebherr CU 2311 Comfort White
o07983,siemens einbau k lteger t ki77vvs30,300,2622,Fridge Freezers,c44955,Siemens KI77VVS30 White
o07984,asus zenfone 4 max 5.5 32gb dual sim hd smartphone pink,3,2612,Mobile Phones,c00555,ASUS Zenfone 4 Max (ZC520KL) 32GB Dual SIM
o07985,grade b lumia 535 sim free windows 8.1 orange,5,2612,Mobile Phones,c00314,Microsoft Lumia 535
o07986,smeg sbs63xed silver side by side fridge freezer with stainless steel doors,6,2622,Fridge Freezers,c44320,Smeg SBS63XED Stainless Steel
o07987,hoover dxp48aiw3 washing machine,294,2620,Washing Machines,c42707,Hoover DXP 48AIW3
o07988,bosch k hlger t kil82ad40,300,2623,Fridges,c46665,Bosch KIL82AD40 White
o07989,neff s723m60x0g 60cm fully integrated 13 place dishwasher in st st a,128,2619,Dishwashers,c40524,Neff S723M60X0G Integrated
o07990,indesit iwdc6125s washer dryer in silver 1200rpm 6kg 5kg electronic,128,2620,Washing Machines,c41927,Indesit IWDC 6125 S
o07991,neff geschirrsp ler gkv1400c,300,2619,Dishwashers,c40887,Neff S581C40X0E Integrated
o07992,pentax 645z camera with 55mm f2.8 al if sdm aw lens,258,2617,Digital Cameras,c39208,Pentax 645Z + 55mm
o07993,sony xperia xz1 compact 4.6 inch hd screen android 8.0 oreo uk sim free smartphone with 4gb ram and 32 gb storage single sim black,3,2612,Mobile Phones,c00027,Sony Xperia XZ1 Compact
o07994,bosch smv40c30gb full size integrated dishwasher,7,2619,Dishwashers,c40467,Bosch SMV40C30GB Integrated
o07995,intel xeon e5 2618lv4 2.2 ghz 10 core 20 threads 25 mb cache fclga2011 v3 socket oem,51,2615,CPUs,c06644,Intel Xeon E5-2618L v4 2.2GHz Tray
o07996,neff s515t80d0g 60cm fully integrated 14 place dishwasher a,128,2619,Dishwashers,c40516,Neff S515T80D0G Integrated
o07997,siemens bf634lgs1b built in microwave,130,2618,Microwaves,c39683,Siemens BF634LGS1B Stainless Steel
o07998,samsung ecobubble ww80j5555fx/eu 8 kg 1400 spin washing machine graphite,7,2620,Washing Machines,c42801,Samsung WW80J5555FX/EU
o07999,ldvs2284 built in slimline 10 place setting dishwasher,124,2619,Dishwashers,c40686,Blomberg LDVS2284 Integrated
o08000,whirlpool supreme clean wfc3c24px 14 place freestanding dishwasher stainless steel,6,2619,Dishwashers,c40636,Whirlpool WFC 3C24 P X UK Stainless Steel
o08001,sharp r372slm family touch control microwave in silver,125,2618,Microwaves,c39705,Sharp R372SLM Silver
o08002,candy cru 160 e refrigerator,324,2623,Fridges,c47338,Candy CRU 160 E Integrated
o08003,amica fz206.3 55cm wide freestanding upright freezer white,6,2621,Freezers,c43508,Amica FZ206.3 White
o08004,zanussi zft11105xa freezer,294,2621,Freezers,c43492,Zanussi ZFT11105XA Stainless Steel
o08005,bosch no frost fridge freezer in stainless steel look kgn33nl3ag,125,2622,Fridge Freezers,c44187,Bosch KGN33NL3AG Stainless Steel
o08006,smart phone motorola moto e4,17,2612,Mobile Phones,c00258,Moto E4
o08007,bq aquaris vs 32 gb uk sim free smartphone white/mist gold,17,2612,Mobile Phones,c00902,Bq Aquaris VS 32GB Dual SIM
o08008,sony fw 49xe9001 124.5 cm 49 lcd 3840 x 2160 pixels 560 cd/m,18,2614,TVs,c04725,Sony FW-49XE9001
o08009,beko free standing washing machine in graphite,31,2620,Washing Machines,c42523,Beko WR862441
o08010,telefunken tm200red mobile phone case with display flap cosi gsm red,17,2612,Mobile Phones,c01326,Telefunken TM 200 Cosi
o08011,hp bl490c g7 x5670 fio kit 2.93ghz 12mb l3 processor,66,2615,CPUs,c06575,HP Intel Xeon X5670 2.93GHz Socket 1366 Upgrade Tray
o08012,panasonic nn st452wbpq solo sensor inverter microwave oven in white 27,128,2618,Microwaves,c39725,Panasonic NN-ST452WBPQ White
o08013,bq aquaris vs plus 64 gb uk sim free smartphone white/mist gold,17,2612,Mobile Phones,c00903,Bq Aquaris VS Plus 64GB Dual SIM
o08014,bosch kur15a50 built under integrated larder fridge,180,2623,Fridges,c46729,Bosch KUR15A50 Integrated
o08015,russell hobbs rhclrf17 white 17 litre cooler,17,2623,Fridges,c46309,Russell Hobbs RHCLRF17 White
o08016,hisense rs723n4wc1 american fridge freezer with water dispenser in stainless steel,132,2622,Fridge Freezers,c44360,Hisense RS723N4WC1 Stainless Steel
o08017,samsung qe75q7fam 75 qled ultra hd premium hdr 1500 smart tv,140,2614,TVs,c04544,Samsung QE75Q7F
o08018,washer dryer,347,2620,Washing Machines,c42031,Indesit XWDE 1071681 XW
o08019,indesit washer dryer 6 5 kg 1200 spin b led,3,2620,Washing Machines,c41927,Indesit IWDC 6125 S
o08020,amd x4 950 processor 3.5 ghz box 2 mb l2,14,2615,CPUs,c05895,AMD Athlon X4 950 3.5GHz  Box
o08021,hotpoint extra free standing washing machine in white,31,2620,Washing Machines,c42155,Hotpoint WMXTF842P
o08022,canon eos 750d dslr camera body only black,254,2617,Digital Cameras,c39160,Canon EOS 750D
o08023,rangemaster 101790 integrated frost free fridge freezer 1.77m 50/50,294,2622,Fridge Freezers,c44924,Rangemaster 101790 Integrated
o08024,intel core i3 6320 processor 3.9 ghz 4 mb smart cache,64,2615,CPUs,c06449,Intel Core i3-6320 3.9GHz  Tray
o08025,igenix ig6751 35 litre 44cm counter top freezer with lock stainless steel,53,2621,Freezers,c43730,Igenix IG6751 Stainless Steel
o08026,sony ericsson mix walkman mobile phone,48,2612,Mobile Phones,c00792,Sony Ericsson Mix Walkman
o08027,hoover hbwd8514dac 80 8kg wash 5kg dry 1400rpm integrated washer dryer white,6,2620,Washing Machines,c41981,Hoover HBWD 8514DAC-80
o08028,smeg fab5ruj2 40cm 50s style right hand hinged minibar union jack,6,2623,Fridges,c46382,Smeg FAB5RUJ2 Retro
o08029,bosch sms24aw01g 12 place freestanding dishwasher in white,132,2619,Dishwashers,c40465,Bosch SMS24AW01G White
o08030,beko b 1751 einbau k hlschrank mit 4,119,2623,Fridges,c47468,Beko B 1751 Integrated
o08031,apple iphone se 128gb rose gold,8,2612,Mobile Phones,c00028,Apple iPhone SE 128GB
o08032,hewlett packard enterprise intel xeon e5506 2.13ghz 4mb l3 box processor,64,2615,CPUs,c07367,HP Intel Xeon E5506 2.13GHz Socket 1366 2400MHz bus Upgrade Tray
o08033,hisense rs696n4ii1 american fridge freezer stainless steel a,125,2622,Fridge Freezers,c45045,Hisense RS696N4II1
o08034,samsung mc28h5013aw 28 litre combination microwave white,133,2618,Microwaves,c39658,Samsung MC28H5013AW White
o08035,amica fz206.3 55cm wide freestanding upright freezer white,3,2621,Freezers,c43508,Amica FZ206.3 White
o08036,blackberry z3,48,2612,Mobile Phones,c01272,Blackberry Z3
o08037,neff v6320x1gb 7kg wash 4kg dry 1400rpm integrated washer dryer white,6,2620,Washing Machines,c41887,Neff V6320X1GB
o08038,apple iphone 7 128gb red,10,2612,Mobile Phones,c00394,Apple iPhone 7 (PRODUCT) RED Special Edition 128GB
o08039,bosch gsn33vw3pg serie 4 tall frost free freezer in white 1 76m a,128,2621,Freezers,c43287,Bosch GSN33VW3PG White
o08040,siemens einbau k lteger t ki18lv62,300,2623,Fridges,c46662,Siemens KI18LV62 Integrated
o08041,nikon a900 coolpix compact system camera silver,17,2617,Digital Cameras,c38894,Nikon CoolPix A900
o08042,bosch exclusiv made in germany supersilence geschirrsp ler 45cm unterbauger t edelstahl spu46is00d,298,2619,Dishwashers,c41439,Bosch SPU46IS00D Stainless Steel
o08043,miele wdb020/wdb020,98,2620,Washing Machines,c41951,Miele WDB020
o08044,neff k846a3 einbau k hlautomat ki2823d40 eek a,298,2623,Fridges,c46948,Neff KI2823D40 Integrated
o08045,bosch hmt84m421b 25 litre microwave white,133,2618,Microwaves,c39966,Bosch HMT84M420 White
o08046,neff w543bx0gb/w543bx0gb,98,2620,Washing Machines,c41878,Neff W543BX0GB
o08047,bosch waq28461gb washing machine,293,2620,Washing Machines,c42605,Bosch WAQ28461GB
o08048,sharp lc 49cff6001k 49 inch tv,53,2614,TVs,c05186,Sharp Aquos LC-49CFF6001K
o08049,nikon d7500 af s dx 16 80 mm 1 2 8 4e ed vr,41,2617,Digital Cameras,c39219,Nikon D7500 + 16-80mm VR
o08050,cisco intel xeon e7 4807 1.86ghz 18mb l3 processor,14,2615,CPUs,c06736,Cisco Intel Xeon E7-4807 1.86GHz Socket 1567 2400MHz bus Upgrade Tray
o08051,honor 7a dual sim 16 gb storage 13 mp camera and 5.70 inch full view display uk official device black,17,2612,Mobile Phones,c00101,Huawei Honor 7A 16GB Dual SIM
o08052,amd athlon ii x3 triple core 440 95w am3 triple core cpu processor rana s am3 3ghz 1.5mb cache ht 2000mhz retail inc fan,121,2615,CPUs,c07488,AMD Athlon II X3 440 3.0GHz Socket AM3 Box
o08053,nordmende rtl266wha tall larder fridge,294,2623,Fridges,c47082,Nordmende RTL266WHAPlus White
o08054,aeg l6fb54470,119,2620,Washing Machines,c42985,AEG L6FB54470
o08055,smeg integrated dishwasher in stainless steel,31,2619,Dishwashers,c40581,Smeg DI613PNH Integrated
o08056,lg f4j6ty8s 1400rpm 8kg direct drive washing machine stainless ste,131,2620,Washing Machines,c42315,LG F4J6TY8S
o08057,system camera canon eos m6 casing body 24.2 mpi,16,2617,Digital Cameras,c38952,Canon EOS M6
o08058,constructa mikrowelle cc4p91260,300,2618,Microwaves,c40095,Constructa CC4P91260 Black
o08059,siemens kg34nvl3ag frost free fridge freezer,163,2622,Fridge Freezers,c44636,Siemens KG34NVL3AG Stainless Steel
o08060,sharp lc 40fg5341k 40 inch full hd smart d led tv,53,2614,TVs,c05131,Sharp Aquos LC-40FG5341K
o08061,hewlett packard enterprise 660600 l21 2.5ghz 15mb l3 processor,64,2615,CPUs,c07013,HP Intel Xeon E5-2640 2.5GHz Upgrade Tray
o08062,htc tytn pda,48,2612,Mobile Phones,c01745,HTC TyTN
o08063,bosch serie 6 kil82af30g 56cm wide integrated in column fridge white,6,2623,Fridges,c46131,Bosch KIL82AF30G Integrated
o08064,homark 17lmwh/17lmwh,98,2618,Microwaves,c40334,Homark 17LMWH White
o08065,indesit tfaa10 55cm undercounter fridge with ice box in white 0 84m a,128,2623,Fridges,c46224,Indesit TFAA10 White
o08066,intel xeon e7 4809v3 2 ghz 8 core 16 threads 20 mb cache lga2011 socket oem,51,2615,CPUs,c06192,Intel Xeon E7-4809 v3 2GHz
o08067,bosch wuq28440,119,2620,Washing Machines,c42659,Bosch WUQ28440
o08068,sim free nokia 7 plus 64gb mobile phone black/copper,22,2612,Mobile Phones,c00076,Nokia 7 Plus Dual SIM
o08069,samsung galaxy s8 artic silver 5.8 64gb 4g unlocked sim free,6,2612,Mobile Phones,c00006,Samsung Galaxy S8 64GB
o08070,bosch smv46cx00e dishwasher,324,2619,Dishwashers,c41085,Bosch SMV46CX00E Integrated
o08071,panasonic tx 50exw735 si m fernseher 4k ultra,119,2614,TVs,c05489,Panasonic Viera TX-50EXW735
o08072,hewlett packard enterprise dl380p gen8 intel xeon e5 2643 fio kit,66,2615,CPUs,c07048,HP Intel Xeon E5-2643 3.3GHz Upgrade Tray
o08073,cisco intel xeon e5640 2.66ghz 12mb l3 processor,66,2615,CPUs,c06745,Cisco Intel Xeon E5640 2.66GHz Socket 1366 Upgrade Tray
o08074,bosch sbe46mx03e geschirrsp ler vollintegrierbar mit varioschublade 60cm,300,2619,Dishwashers,c40814,Bosch SBE46MX03E Integrated
o08075,swan sr11050bn tall retro fridge black,22,2623,Fridges,c46423,Swan SR11050BN Black
o08076,intel core i9 7920x socket 2066 processor,4,2615,CPUs,c05894,Intel Core i9-7920X 2.9GHz Box
o08077,siemens wu14q420gb freestanding washing machine 8kg load a energy rating 1400rpm spin white,43,2620,Washing Machines,c42513,Siemens WU14Q420
o08078,bosch serie 6 giv21af30g built in freezer,130,2621,Freezers,c43342,Bosch GIV21AF30G Integrated
o08079,panasonic lumix g9 digital camera with 12 60mm f2.8 4.0 leica lens,88,2617,Digital Cameras,c38976,Panasonic Lumix DC-G9L + 12-60mm F2.8-4 OIS
o08080,hewlett packard enterprise intel xeon e5530 2.4ghz 8mb l3 processor,64,2615,CPUs,c07460,HP Intel Xeon DP E5530 2.4GHz Socket 1366 1066MHz bus Upgrade Tray
o08081,canon eos 800d 18 55 is stm,258,2617,Digital Cameras,c38879,Canon EOS 800D + 18-55mm IS STM
o08082,hotpoint xal85t1ikwtd freestanding fridge,313,2622,Fridge Freezers,c45587,Hotpoint XAL85T1IKWTD Black
o08083,electrolux ej2801aow2freestanding white 215l 50l fridge freestanding high post a white sn n st right,17,2622,Fridge Freezers,c45917,Electrolux EJ2801AOW2 White
o08084,gorenje nrk6191gwuk,330,2622,Fridge Freezers,c44551,Gorenje NRK6191GWUK
o08085,samsung ecobubble ww10h9600ew 10kg 1600rpm freestanding washing machine white,3,2620,Washing Machines,c42204,Samsung WW10H9600EW/EG
o08086,grade b samsung galaxy a8 gold,6,2612,Mobile Phones,c00042,Samsung Galaxy A8 SM-A530F
o08087,alcatel 3x 5058i dual sim smartphone metallic blue,13,2612,Mobile Phones,c00371,Alcatel 3X Dual SIM
o08088,sony xperia l1 dual sim uk sim free smartphone black exclusive to amazon,3,2612,Mobile Phones,c00276,Sony Xperia L1 Dual SIM
o08089,samsung wd90j6a10aw ecobubble 9kg wash 6kg dry 1400rpm freestanding washer dryer white,6,2620,Washing Machines,c41923,Samsung WD90J6A10AW
o08090,samsung galaxy note 8 black 6.3 64gb 4g unlocked sim free,6,2612,Mobile Phones,c00021,Samsung Galaxy Note 8 64GB
o08091,smeg fridges and freezers minibar fab5lor 220 240 v,314,2623,Fridges,c46597,Smeg FAB5LOR Orange
o08092,samsung ue43mu6100 43 smart 4k ultra hd hdr led tv,3,2614,TVs,c05127,Samsung UE43MU6100
o08093,hbwm814sac washing machine 8kg load 1400 spin a energy rating in white,3,2620,Washing Machines,c42138,Hoover HBWM 814SAC-80
o08094,bosch serie 4 active water smv46mx00g 14 place fully integrated dishwasher,6,2619,Dishwashers,c40471,Bosch SMV46MX00G Integrated
o08095,liebherr k hl/ gefrier kombination comfort mit biocool und nofrost cnef 4815,298,2622,Fridge Freezers,c44754,Liebherr CNef 4815 Stainless Steel
o08096,c.bomann gmbh mwg 2211 u cb microwave oven with grill freestanding stainless steel,17,2618,Microwaves,c40059,Bomann MWG 2211 U CB Stainless Steel
o08097,sigma dp1 quattro compact digital camera,17,2617,Digital Cameras,c39207,Sigma dp1 Quattro
o08098,huawei mate 9 14 9 cm 5 9 zoll 64gb 12,2,2612,Mobile Phones,c00401,Huawei Mate 9 Dual SIM
o08099,amd ryzen 7 2700 processor 3.2 ghz box 16 mb l3,14,2615,CPUs,c05862,AMD Ryzen 7 2700 3.2GHz  Box
o08100,siemens einbau k hlautomat flachscharnier technik softeinzug mit t rd mpfung ki31rad40 eek a,298,2623,Fridges,c46649,Siemens KI31RAD40 Integrated
o08101,bosch k hlautomat rot ksl20ar30,298,2623,Fridges,c46919,Bosch KSL20AR30 Red
o08102,daewoo kor6a0rr digital eco 800w microwave oven 20l,53,2618,Microwaves,c39957,Daewoo KOR6A0RR Red
o08103,bosch kiv86vs30,119,2622,Fridge Freezers,c44950,Bosch KIV86VS30 Integrated
o08104,miele wkr 571 wps 9kg front loading washing machine,130,2620,Washing Machines,c42022,Miele WKR 571 WPS
o08105,beko dfn04c11w,134,2619,Dishwashers,c40506,Beko DFN04C11W White
o08106,siemens sn536s00te a ed geschirrsp ler,119,2619,Dishwashers,c41492,Siemens SN536S00TE Stainless Steel
o08107,hoover hcf5172wk 1.77m x 55cm frost free freestanding fridge freezer white,6,2622,Fridge Freezers,c44381,Hoover HVBF5172WK White
o08108,hotpoint hfc2b19/hfc2b19,98,2619,Dishwashers,c40758,Hotpoint HFC 2B19 UK White
o08109,haier a2fe735cxj frost free stainless steel fridge freezer,137,2622,Fridge Freezers,c45359,Haier A2FE735CXJ Stainless Steel
o08110,6 15.9 cm 6.28 8 gb 256 gb dual sim 4g black 3400 mah cell phone,50,2612,Mobile Phones,c00319,OnePlus 6 256GB Dual SIM
o08111,lg 49uk6300plb 49 inch ultra hd 4k smart tv,30,2614,TVs,c04445,LG 49UK6300PLB
o08112,cda wc431 built in slimline fully integrated dishwasher,312,2619,Dishwashers,c41048,CDA WC431 Integrated
o08113,candy 55cm undercounter freezer,181,2621,Freezers,c43403,Candy CTZ552BK Black
o08114,aeg prosense technology free standing washing machine in white,31,2620,Washing Machines,c41992,AEG L6FBI841N
o08115,indesit tlaa10 fridge 55cm larder 4.49cf a rated white,131,2623,Fridges,c46338,Indesit TLAA 10 White
o08116,blomberg wnf5200 5kg 11lb load washing machine . 3 year guarantee,180,2620,Washing Machines,c42401,Blomberg WNF5200
o08117,bosch spi66ts00e stainless steel einbau geschirrsp ler integrierbar 45cm a 10 ma gedecke,3,2619,Dishwashers,c41132,Bosch WT4HY8B9DN Stainless Steel
o08118,bosch kgn34xl35g 60 40 fridge freezer stainless steel,7,2622,Fridge Freezers,c44074,Bosch KGN34XL35G Stainless Steel
o08119,gorenje gv 63424 gro raum geschirrsp ler vollintegrierbar,300,2619,Dishwashers,c41848,Gorenje GV63424 Integrated
o08120,indesit sbsaa530sd american style fridge,313,2622,Fridge Freezers,c45072,Indesit SBSAA530SD Silver
o08121,samsung galaxy s4 zoom,48,2612,Mobile Phones,c01358,Samsung Galaxy S4 Zoom
o08122,amd ryzen 5 2600 am4 processor with wraith stealth cooler,4,2615,CPUs,c05867,AMD Ryzen 5 2600 3.4GHz  Box
o08123,hoover dyn10154d3x 10kg load 1500 spin washing machine,179,2620,Washing Machines,c43150,Hoover DYN10154D3X
o08124,hoover bhbs50nk 50/50 integrated fridge freezer white,6,2622,Fridge Freezers,c44692,Hoover BHBS 50 NK Integrated
o08125,samsung ue75mu7000 75 4k hdr pro smart led tv with bluetooth,131,2614,TVs,c04872,Samsung UE75MU7000
o08126,hoover dxc58bc3 8kg washing machine,129,2620,Washing Machines,c42216,Hoover DXC 58BC3
o08127,hewlett packard enterprise dl380p gen8 intel xeon e5 2665 kit,66,2615,CPUs,c06530,HP Intel Xeon E5-2665 2.4GHz Upgrade Tray
o08128,liebherr gnp 3013 freestanding freezer comfort,294,2621,Freezers,c43378,Liebherr GNP 3013 White
o08129,hoover hfle54w 131litre larder fridge auto defrost class a white,3,2623,Fridges,c46289,Hoover HFLE54W White
o08130,electrolux ern1301fow integrated undercounter fridge,361,2623,Fridges,c47371,Electrolux ERN1301FOW Integrated
o08131,miele jubilee g4940bk 13 place dishwasher in clean steel,125,2619,Dishwashers,c41027,Miele G 4940 Stainless Steel
o08132,apple iphone 8 gold 4.7 256gb 4g unlocked sim free,6,2612,Mobile Phones,c00010,Apple iPhone 8 256GB
o08133,intel xeon 1260lv52 9ghz lga11518mb cache tra,17,2615,CPUs,c06101,Intel Xeon E3-1260LV5 2.90Ghz Tray
o08134,intel pentium dual core e5800 2x 3.2ghz 2mb cache socket 775 45nm retail boxed,121,2615,CPUs,c07269,Intel Pentium E5800 3.2GHz Socket 775 800MHz Box
o08135,neff n30 integrated fridge freezer in white,31,2622,Fridge Freezers,c44094,Neff K8524X8GB Integrated
o08136,hewlett packard enterprise intel xeon x5550 2.66ghz 8mb l3 processor,64,2615,CPUs,c07119,HP Intel Xeon X5550 2.66GHz Upgrade Tray
